,age,bmi,grade,q13,q18,q25,q26,q47,q57,qnowt,race4,sex,sitecode,year,q70,q50,q15,q16,q17,q67,q68,q23,q51,q53,q32,q69,q46,q19,q12,q8,q9,q41,q40,q27,carRiskScore
390529,4.0,21.19031142,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,CH,2017,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,1.0,2.0,2.0,0.0
390530,4.0,25.16015625,2.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,CH,2017,2.0,1.0,1.0,1.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,1.0,5.0,2.0,0.0
390531,4.0,30.23286011,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,CH,2017,4.0,,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,6.0,2.0,6.0,1.0,1.0,2.0,4.0,3.0,4.0,2.0,315.7894736842105
390533,4.0,23.00296158,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,CH,2017,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,78.94736842105263
390534,4.0,17.67998866,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,,1.0,CH,2017,7.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,1.0,,2.0,0.0
390535,4.0,21.34772202,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,CH,2017,2.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,2.0,0.0
390536,4.0,28.8828125,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,CH,2017,2.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,4.0,5.0,2.0,1.0,5.0,1.0,4.0,5.0,2.0,0.0
390537,4.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,,3.0,1.0,CH,2017,2.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,26.31578947368421
390539,4.0,20.486281,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,CH,2017,3.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,78.94736842105263
390540,4.0,25.6087922,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,CH,2017,5.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,78.94736842105263
390541,4.0,24.453125,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,CH,2017,6.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,6.0,2.0,1.0,5.0,5.0,,5.0,2.0,263.1578947368421
390542,4.0,22.19503933,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,CH,2017,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,2.0,3.0,2.0,0.0
390543,4.0,27.40244898,2.0,1.0,,2.0,2.0,1.0,2.0,1.0,3.0,1.0,CH,2017,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,2.0,0.0
390544,4.0,21.34066017,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,CH,2017,7.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,,6.0,2.0,26.31578947368421
390545,4.0,18.49403122,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,CH,2017,7.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,2.0,1.0,5.0,1.0,78.94736842105263
390546,4.0,18.7715526,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,CH,2017,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,,5.0,2.0,0.0
390547,4.0,29.44944598,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,CH,2017,3.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,,6.0,2.0,26.31578947368421
390548,4.0,20.73046875,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,CH,2017,7.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,6.0,1.0,1.0,2.0,5.0,2.0,1.0,2.0,1.0,1.0,,2.0,131.57894736842104
390549,4.0,21.8249858,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,CH,2017,3.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,5.0,2.0,1.0,5.0,3.0,,6.0,2.0,131.57894736842104
390550,4.0,23.921875,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,CH,2017,2.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,5.0,1.0,1.0,1.0,4.0,2.0,1.0,4.0,3.0,1.0,2.0,2.0,157.89473684210526
390551,4.0,24.99173554,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,CH,2017,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,2.0,1.0,4.0,1.0,2.0,5.0,2.0,26.31578947368421
390552,4.0,22.18663435,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,CH,2017,5.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,,5.0,1.0,131.57894736842104
390553,4.0,19.06763788,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,CH,2017,3.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,105.26315789473684
390554,4.0,22.49858277,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,CH,2017,3.0,1.0,1.0,1.0,3.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,5.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,0.0
390555,4.0,23.99265381,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,CH,2017,3.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,2.0,1.0,5.0,1.0,2.0,5.0,2.0,0.0
390556,4.0,21.17128985,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,CH,2017,6.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,5.0,2.0,78.94736842105263
390557,4.0,29.15702479,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,CH,2017,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,5.0,1.0,1.0,2.0,342.10526315789474
390558,4.0,22.19503933,2.0,1.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,CH,2017,4.0,1.0,3.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,26.31578947368421
390560,4.0,,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,3.0,1.0,CH,2017,,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,78.94736842105263
390562,4.0,21.16888889,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,CH,2017,7.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,2.0,0.0
390563,4.0,32.78653047,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,CH,2017,2.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,210.52631578947367
390564,4.0,20.40484429,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,CH,2017,7.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,7.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,26.31578947368421
390566,4.0,20.49464923,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,3.0,1.0,CH,2017,1.0,1.0,3.0,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,3.0,4.0,2.0,2.0,4.0,2.0,342.10526315789474
390567,4.0,21.16110187,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,CH,2017,2.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,78.94736842105263
390572,4.0,19.2390928,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,CH,2017,2.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,2.0,0.0
390573,4.0,,2.0,1.0,1.0,1.0,2.0,1.0,2.0,,3.0,1.0,CH,2017,2.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,78.94736842105263
390574,4.0,43.04186575,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,CH,2017,3.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,2.0,0.0
390575,4.0,21.71284839,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,CH,2017,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,7.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,78.94736842105263
390576,4.0,,2.0,1.0,1.0,2.0,2.0,1.0,2.0,,3.0,1.0,CH,2017,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,,1.0,4.0,6.0,2.0,1.0,5.0,1.0,,2.0,2.0,0.0
390577,4.0,29.44944598,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,CH,2017,2.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,,2.0,1.0,4.0,1.0,2.0,5.0,2.0,26.31578947368421
390578,4.0,19.2390928,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,CH,2017,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0,5.0,1.0,26.31578947368421
390579,4.0,29.55327609,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,CH,2017,6.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,26.31578947368421
390580,4.0,23.18552477,1.0,1.0,,1.0,2.0,1.0,1.0,2.0,2.0,1.0,CH,2017,3.0,,1.0,1.0,,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,26.31578947368421
390581,4.0,24.79930796,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,CH,2017,4.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,5.0,1.0,1.0,2.0,289.4736842105263
390582,4.0,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,3.0,1.0,CH,2017,2.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,131.57894736842104
390583,4.0,22.85546875,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,CH,2017,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,26.31578947368421
390584,4.0,26.82460973,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,CH,2017,3.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,2.0,0.0
390585,4.0,33.32231405,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,CH,2017,3.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,78.94736842105263
390586,4.0,26.35700113,2.0,1.0,2.0,1.0,1.0,1.0,,1.0,2.0,1.0,CH,2017,,2.0,1.0,1.0,2.0,,,2.0,1.0,2.0,,,2.0,2.0,1.0,3.0,1.0,,,1.0,78.94736842105263
390587,4.0,21.710718,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,CH,2017,2.0,2.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,5.0,2.0,1.0,3.0,4.0,5.0,4.0,2.0,263.1578947368421
390588,4.0,29.44944598,2.0,1.0,1.0,2.0,2.0,,,2.0,2.0,1.0,CH,2017,,,1.0,1.0,1.0,,,2.0,,,1.0,,,2.0,1.0,5.0,1.0,,,2.0,0.0
390589,4.0,20.89356576,1.0,1.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,CH,2017,3.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,3.0,1.0,1.0,3.0,5.0,1.0,1.0,3.0,1.0,2.0,5.0,1.0,78.94736842105263
390590,4.0,38.29757785,1.0,1.0,4.0,1.0,1.0,,,2.0,2.0,1.0,CH,2017,,,1.0,1.0,4.0,,,2.0,,,1.0,,,2.0,1.0,3.0,1.0,,,1.0,78.94736842105263
390591,4.0,22.6796875,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,CH,2017,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,4.0,1.0,2.0,4.0,2.0,26.31578947368421
390592,4.0,27.32071995,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,CH,2017,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,4.0,5.0,,5.0,1.0,289.4736842105263
390593,4.0,20.05760883,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,CH,2017,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,,5.0,2.0,0.0
390594,4.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,3.0,1.0,CH,2017,2.0,1.0,1.0,2.0,3.0,3.0,3.0,,1.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,4.0,1.0,6.0,1.0,184.21052631578945
390595,4.0,22.66156463,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,CH,2017,7.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,,5.0,1.0,0.0
390596,4.0,21.16888889,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,CH,2017,4.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,4.0,2.0,2.0,5.0,2.0,105.26315789473684
390597,4.0,18.88033299,2.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,CH,2017,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,3.0,2.0,2.0,4.0,2.0,157.89473684210526
390598,4.0,,1.0,1.0,1.0,2.0,2.0,3.0,2.0,,3.0,1.0,CH,2017,2.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,3.0,1.0,1.0,4.0,2.0,78.94736842105263
390599,4.0,31.28321636,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,CH,2017,4.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,2.0,0.0
390600,4.0,23.0494887,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,CH,2017,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,26.31578947368421
390601,4.0,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,3.0,1.0,CH,2017,2.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,2.0,0.0
390602,4.0,28.70704694,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,CH,2017,2.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,,2.0,26.31578947368421
390603,4.0,23.85813149,1.0,,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,CH,2017,1.0,1.0,1.0,1.0,1.0,,,2.0,1.0,1.0,1.0,4.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,210.52631578947367
390604,4.0,26.046875,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,CH,2017,2.0,1.0,1.0,1.0,5.0,4.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,4.0,4.0,1.0,1.0,2.0,210.52631578947367
390605,4.0,,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,3.0,1.0,CH,2017,2.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,,2.0,78.94736842105263
390606,4.0,19.2591051,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,CH,2017,4.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,,,2.0,26.31578947368421
390607,4.0,29.05859375,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,,1.0,CH,2017,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,78.94736842105263
390608,4.0,21.37542517,1.0,1.0,3.0,2.0,1.0,4.0,1.0,2.0,3.0,1.0,CH,2017,2.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,5.0,2.0,1.0,4.0,3.0,2.0,2.0,2.0,157.89473684210526
390610,4.0,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,3.0,1.0,CH,2017,2.0,1.0,3.0,1.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,1.0,5.0,1.0,1.0,4.0,1.0,0.0
390611,4.0,,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,,1.0,CH,2017,3.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,2.0,5.0,2.0,1.0,5.0,1.0,1.0,5.0,2.0,0.0
390613,4.0,,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,3.0,1.0,CH,2017,3.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,1.0,4.0,2.0,0.0
390614,4.0,21.98753463,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,CH,2017,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,26.31578947368421
390615,5.0,27.37565036,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,CH,2017,3.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,78.94736842105263
390616,5.0,23.0494185,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,CH,2017,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,2.0,1.0,1.0,3.0,3.0,6.0,1.0,473.6842105263158
390617,5.0,28.8828125,2.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,1.0,CH,2017,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,3.0,5.0,2.0,1.0,4.0,5.0,,4.0,2.0,289.4736842105263
390618,5.0,19.2931612,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,CH,2017,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,6.0,2.0,0.0
390620,5.0,19.4921875,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,CH,2017,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,,5.0,2.0,0.0
390622,5.0,20.08928571,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,CH,2017,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,210.52631578947367
390623,5.0,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,3.0,1.0,CH,2017,7.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,6.0,2.0,1.0,5.0,1.0,1.0,,2.0,0.0
390624,5.0,21.26171875,3.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,CH,2017,1.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,6.0,2.0,1.0,4.0,2.0,3.0,5.0,2.0,105.26315789473684
390626,5.0,34.55698226,3.0,,2.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,CH,2017,1.0,1.0,3.0,1.0,3.0,5.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,3.0,3.0,1.0,1.0,2.0,263.1578947368421
390627,5.0,18.49403122,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,,1.0,CH,2017,1.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,,2.0,1.0,3.0,1.0,,4.0,1.0,78.94736842105263
390628,5.0,22.19503933,3.0,1.0,1.0,2.0,,1.0,2.0,2.0,3.0,1.0,CH,2017,7.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,,0.0
390629,5.0,25.49011446,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,CH,2017,3.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,,1.0,1.0,5.0,2.0,1.0,3.0,1.0,2.0,6.0,2.0,78.94736842105263
390630,5.0,29.23111111,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,CH,2017,3.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,5.0,2.0,210.52631578947367
390631,5.0,22.6796875,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,CH,2017,2.0,1.0,1.0,1.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,6.0,,1.0,5.0,1.0,1.0,6.0,1.0,0.0
390632,5.0,26.578125,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,CH,2017,2.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,5.0,1.0,26.31578947368421
390633,5.0,27.28955528,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,CH,2017,2.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,6.0,2.0,26.31578947368421
390635,5.0,17.66793629,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,CH,2017,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,5.0,6.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,26.31578947368421
390636,5.0,23.73727129,2.0,1.0,1.0,2.0,2.0,,,2.0,3.0,1.0,CH,2017,,,1.0,1.0,1.0,,,2.0,,,1.0,,,2.0,1.0,4.0,1.0,,,2.0,26.31578947368421
390640,5.0,31.90367095,1.0,1.0,1.0,2.0,,1.0,1.0,2.0,2.0,1.0,CH,2017,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,6.0,,,3.0,,2.0,1.0,3.0,1.0,,,2.0,78.94736842105263
390641,5.0,18.68203064,3.0,1.0,1.0,,1.0,1.0,1.0,2.0,2.0,1.0,CH,2017,4.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,6.0,1.0,2.0,1.0,4.0,5.0,1.0,6.0,2.0,289.4736842105263
390642,5.0,20.486281,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,CH,2017,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,6.0,2.0,1.0,4.0,1.0,3.0,5.0,2.0,26.31578947368421
390643,5.0,24.54526535,2.0,1.0,2.0,1.0,2.0,,1.0,2.0,2.0,1.0,CH,2017,2.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,,2.0,1.0,2.0,2.0,1.0,,2.0,210.52631578947367
390645,5.0,22.57617729,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,CH,2017,2.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,1.0,6.0,2.0,0.0
